9417300,249987,4
9843171,89339,1
9843171,110987,1
9843171,347230,1
9843171,412803,1
10371124,298476,4
10390959,7702,4
10392802,228878,4
10402777,336273,4
10425366,351335,3
10425366,162916,1
12300552,339260,4
12457013,220213,4
12556200,298558,4
13020601,58230,4
13542154,298558,4
14031187,191891,4
14040070,358486,4
14138920,249046,4
27410,298558,3
27594,358441,2
27594,37972,1
32207,412292,3
40016,239535,3
76387,47652,3
86190,89339,1
86190,150302,1
86190,408401,1
116482,7673,3
116526,47462,1
116526,153168,1
116526,404765,1
116787,158547,3
125060,317907,3
132881,220213,3
155135,417119,3
167141,28413,1
167141,116089,1
167141,217637,1
188355,318714,3
190839,7528,2
190839,43866,1
205842,282533,3
215542,176142,2
215542,100704,1
258308,412803,2
258308,110987,1
283172,389813,3
287222,158349,3
322859,28082,1
322859,110987,1
322859,193887,1
331619,188032,2
331619,220213,1
374097,249987,2
374097,40924,1
388750,347230,2
388750,412803,1
393260,270134,3
408330,363514,2
408330,416289,1
414316,110987,1
414316,150302,1
414316,193887,1
417868,101941,1
417868,246853,1
417868,415859,1
425686,230835,2
425686,18928,1
430889,284223,3
433043,116089,1
433043,193887,1
433043,412803,1
439896,7671,2
439896,162916,1
441569,30271,2
441569,347230,1
445881,63699,2
445881,458760,1
451042,38627,2
451042,37972,1
473585,224324,3
478263,405856,3
486830,47652,3
502015,404765,3
520008,193887,1
520008,352203,1
520008,412803,1
526120,7671,1
526120,220123,1
526120,262600,1
528551,168373,2
528551,248436,1
549611,45756,1
549611,116089,1
549611,165704,1
555897,62990,2
555897,266580,1
559650,232061,3
573957,47462,2
573957,87495,1
587281,28413,1
587281,389258,1
587281,408401,1
590012,110987,1
590012,347230,1
590012,408401,1
611454,410924,3
613582,110987,1
613582,116089,1
613582,347230,1
613852,320998,3
615196,157460,3
616958,317907,2
616958,12445,1
643253,12445,2
643253,80441,1
654011,29619,3
668865,7673,3
704611,30271,2
704611,347230,1
704887,404765,3
714769,448093,2
714769,428560,1
721238,157460,2
721238,351335,1
753962,288566,3
758745,410695,3
759490,307835,1
759490,347230,1
759490,412803,1
763987,236144,2
763987,434841,1
784103,43305,3
807378,408401,3
810847,351335,2
810847,162916,1
819819,47652,3
832137,412803,2
832137,193887,1
841684,150302,1
841684,162157,1
841684,412803,1
923161,46093,3
929920,429366,2
929920,37972,1
930641,175634,3
998211,410695,3
1003367,7671,3
1007386,378993,3
1054235,364547,3
1063039,31102,3
1068790,110987,1
1068790,116089,1
1068790,412803,1
1085852,110987,1
1085852,274413,1
1085852,412803,1
1103832,110987,1
1103832,116089,1
1103832,150302,1
1124663,209520,2
1124663,176142,1
1144094,116089,1
1144094,150302,1
1144094,412803,1
1150954,43493,3
1157934,176783,1
1157934,193887,1
1157934,220213,1
1166714,12882,3
1183284,412803,3
1207897,116089,1
1207897,220213,1
1207897,412803,1
1223044,7671,1
1223044,109912,1
1223044,220213,1
1239429,236791,3
1257575,173847,3
1272451,364547,3
1283051,67930,1
1283051,110987,1
1283051,150302,1
1296505,116089,1
1296505,150302,1
1296505,347230,1
1306345,37972,3
1314419,410695,3
1323637,7528,1
1323637,7673,1
1323637,47462,1
1328738,364547,3
1367509,7690,3
1384394,162916,3
1418972,12445,3
1421493,433202,3
1426248,162916,2
1426248,37972,1
1433744,89339,1
1433744,110987,1
1433744,412803,1
1448799,347230,1
1448799,408401,1
1448799,412803,1
1474437,89339,1
1474437,116089,1
1474437,347230,1
1479619,176142,2
1479619,236144,1
1494781,51039,3
1519327,47462,2
1519327,162157,1
1576924,302867,3
1577622,157460,2
1577622,47462,1
1597920,412803,2
1597920,408401,1
1651221,412803,3
1704555,173847,3
1727045,80441,3
1729424,203102,2
1729424,55755,1
1734078,220213,3
1738713,230835,1
1738713,362383,1
1738713,412803,1
1764699,412803,3
1789856,31507,1
1789856,347230,1
1789856,412803,1
1801188,364547,3
1833128,47652,3
1853183,246856,3
1863611,28413,1
1863611,150302,1
1863611,347230,1
1871353,220213,3
1875751,7673,2
1875751,157460,1
1879509,28413,1
1879509,193887,1
1879509,347230,1
1896526,249987,2
1896526,40924,1
1901492,152843,3
1907945,139794,3
1920105,87495,3
1973819,12445,3
1986608,157460,2
1986608,47462,1
2001725,360696,3
2120505,116089,1
2120505,150302,1
2120505,412803,1
2178006,317907,3
2178938,110987,1
2178938,209520,1
2178938,338847,1
2186311,37972,3
2190652,96144,3
2204828,267781,3
2230658,87495,2
2230658,47462,1
2232344,249987,3
2256121,53513,3
2282109,116089,2
2282109,110987,1
2318078,165704,3
2341315,49690,3
2344112,7673,2
2344112,37972,1
2367386,189507,2
2367386,301024,1
2393508,203102,2
2393508,12445,1
2397106,350681,3
2400634,116089,1
2400634,150302,1
2400634,408401,1
2420073,154967,2
2420073,412803,1
2427060,110987,1
2427060,150302,1
2427060,274413,1
2432499,220123,3
2489756,152244,2
2489756,347230,1
2505121,42907,3
2552067,249987,3
2558061,87495,1
2558061,109912,1
2558061,139794,1
2578641,248436,3
2601445,364547,3
2700097,37972,2
2700097,326270,1
2718126,150718,3
2729983,162157,2
2729983,80441,1
2783064,110348,3
2786529,139747,2
2786529,163367,1
2786790,220213,3
2802185,410695,3
2855258,47462,2
2855258,215036,1
2867551,110987,1
2867551,219650,1
2867551,347230,1
2892189,220213,3
2919253,116089,1
2919253,150302,1
2919253,347230,1
2949732,162157,3
2980825,393817,3
2983989,116089,1
2983989,193887,1
2983989,412803,1
3043620,12882,3
3045632,47652,3
3086338,347230,1
3086338,384281,1
3086338,412803,1
3115408,277848,3
3133469,412803,2
3133469,193887,1
3160050,110987,1
3160050,389787,1
3160050,412803,1
3196235,62480,3
3207325,170899,3
3273266,161764,2
3273266,355811,1
3305333,248436,3
3337059,358441,2
3337059,162916,1
3347411,364547,3
3370021,110987,1
3370021,116089,1
3370021,412803,1
3371962,141569,3
3388412,43265,3
3409581,278195,2
3409581,229437,1
3411415,80441,3
3413931,176214,3
3420022,150547,3
3421889,28413,1
3421889,347230,1
3421889,402318,1
3425979,412803,2
3425979,236144,1
3496777,318714,3
3507051,385167,3
3520075,222918,1
3520075,265956,1
3520075,351779,1
3528185,28413,1
3528185,30271,1
3528185,116089,1
3528539,410695,3
3531974,311360,3
3573688,220213,2
3573688,162916,1
3611308,150302,2
3611308,110987,1
3628022,162916,3
3634224,317907,3
3691403,162916,2
3691403,220213,1
3758403,251418,3
3804454,113639,2
3804454,168392,1
3817270,7673,1
3817270,30998,1
3817270,249987,1
3817872,116089,2
3817872,110987,1
3827845,275592,3
3873497,412803,3
3944361,116089,2
3944361,412803,1
3944726,110987,1
3944726,116089,1
3944726,412803,1
4009007,28413,1
4009007,116089,1
4009007,412803,1
4026930,320998,3
4029918,116089,3
4049802,281763,3
4121193,339872,3
4122066,389919,3
4123031,257253,3
4132296,236144,3
4134046,7528,1
4134046,157460,1
4134046,215036,1
4187369,186254,3
4213720,127359,3
4216353,47652,3
4255524,46406,2
4255524,34065,1
4274001,429908,3
4296916,249987,3
4331999,296729,3
4339952,165704,3
4348056,7671,1
4348056,7673,1
4348056,161764,1
4396667,364547,2
4396667,37972,1
4429233,114703,3
4489283,55726,2
4489283,412803,1
4491790,110987,2
4491790,116089,1
4537214,110987,1
4537214,347230,1
4537214,412803,1
4564192,29221,3
4586850,203102,3
4596372,37972,3
4616524,37972,2
4616524,215036,1
4617038,446467,2
4617038,433070,1
4626256,110987,1
4626256,116089,1
4626256,150302,1
4702623,420410,3
4732673,28413,1
4732673,347230,1
4732673,412803,1
4748906,162916,3
4768649,110987,2
4768649,412803,1
4791380,220213,3
4815800,249987,2
4815800,40924,1
4836515,410695,3
4896439,220213,3
4915229,412803,2
4915229,408401,1
4928312,7673,1
4928312,386417,1
4928312,404765,1
4930624,110987,2
4930624,116089,1
4971013,320998,3
4979918,75675,3
4989057,220213,3
5042626,410695,2
5042626,165704,1
5075153,42976,3
5104226,7673,2
5104226,140018,1
5176761,116089,1
5176761,150302,1
5176761,162157,1
5180802,7690,2
5180802,248681,1
5193594,353526,3
5196677,47652,3
5241988,429908,2
5241988,412803,1
5261363,7671,3
5299766,364547,3
5304295,99280,3
5348806,110987,1
5348806,116089,1
5348806,412803,1
5493487,7528,2
5493487,162157,1
5567414,47652,3
5636324,364547,3
5640563,68880,3
5681954,110987,1
5681954,116089,1
5681954,347230,1
5781050,298558,3
5793260,161764,3
5814706,225482,3
5823455,7673,3
5842300,220213,3
5962267,433202,3
6085277,89339,1
6085277,110987,1
6085277,274413,1
6094935,80441,2
6094935,249987,1
6128169,265257,2
6128169,7546,1
6130117,220213,3
6145734,298559,1
6145734,315017,1
6145734,430313,1
6316741,161764,3
6384707,12445,2
6384707,376383,1
6391578,62990,3
6403730,162916,2
6403730,157460,1
6404891,422950,3
6487143,7546,3
6634448,80441,3
6652052,116089,1
6652052,408401,1
6652052,412803,1
6660960,47652,3
6666124,110987,1
6666124,116089,1
6666124,412803,1
6683256,247262,1
6683256,347230,1
6683256,408401,1
6755514,43250,3
6851759,51096,3
6878310,246593,3
6903273,139794,2
6903273,203102,1
6931666,110987,1
6931666,350194,1
6931666,412803,1
6971574,450312,3
6975981,47462,3
7022812,364547,2
7022812,7528,1
7101378,127286,3
7157085,82624,3
7175128,157460,3
7177652,383627,2
7177652,62819,1
7242564,181815,3
7245175,269117,3
7249642,28413,1
7249642,30271,1
7249642,355811,1
7262476,62990,3
7347820,165812,3
7409239,236144,1
7409239,347230,1
7409239,408401,1
7432530,15760,1
7432530,161764,1
7432530,438914,1
7529016,143412,1
7529016,412803,1
7529016,415882,1
7545512,411276,3
7576818,7546,1
7576818,150302,1
7576818,412803,1
7599419,162157,3
7610985,110987,2
7610985,412803,1
7632759,27301,2
7632759,116089,1
7634476,185756,3
7655746,81642,2
7655746,153168,1
7683464,116089,1
7683464,193887,1
7683464,412803,1
7731708,28413,1
7731708,30271,1
7731708,347230,1
7755852,89978,3
7864626,164004,3
7933487,239633,3
7954228,404765,2
7954228,37972,1
8023551,290567,1
8023551,402895,1
8023551,406721,1
8082326,239633,3
8089963,248436,3
8126604,110987,1
8126604,401397,1
8126604,412803,1
8132500,259245,3
8145330,62594,3
8197341,412803,2
8197341,408401,1
8246214,192116,3
8252771,216622,2
8252771,412803,1
8287150,254236,3
8311842,30271,1
8311842,237606,1
8311842,412803,1
8320201,438914,3
8366283,109912,1
8366283,199378,1
8366283,358441,1
8368744,372818,3
8370867,110987,1
8370867,347230,1
8370867,412803,1
8381912,265757,3
8403109,7697,3
8430884,116089,1
8430884,347230,1
8430884,412803,1
8540894,110987,1
8540894,116089,1
8540894,150302,1
8577571,220213,3
8604187,187045,1
8604187,193887,1
8604187,412803,1
8609005,265209,3
8653611,343314,2
8653611,195639,1
8687842,438914,2
8687842,37972,1
8688721,191879,3
8709990,98544,2
8709990,94301,1
8741655,385167,3
8768858,54815,3
8780388,267781,3
8838389,43814,3
9012286,365439,1
9012286,437398,1
9012286,458190,1
9043694,460544,3
9079245,91041,3
9210471,191050,3
9232958,7528,2
9232958,7673,1
9381387,320998,3
9391099,298558,3
9568287,116089,2
9568287,412803,1
9642982,110987,1
9642982,116089,1
9642982,150302,1
9679322,410695,2
9679322,372225,1
9686565,257987,3
9687160,153168,2
9687160,358441,1
9731356,179690,3
9746513,193456,2
9746513,116089,1
9781421,193887,1
9781421,408401,1
9781421,412803,1
9805100,215036,2
9805100,47462,1
9809355,166701,3
9862771,156769,3
9899412,43178,3
10071321,244542,3
10127977,7697,3
10151684,220213,2
10151684,87495,1
10162800,257711,3
10174306,178750,1
10174306,448097,1
10174306,450192,1
10211842,7671,1
10211842,7696,1
10211842,385985,1
10428901,358441,3
10498541,220144,3
10498610,7701,3
10514403,429735,3
10524530,267781,3
10557082,37972,2
10557082,116089,1
10717718,193456,3
10825450,12882,3
10842193,249046,3
11379353,265108,3
13210592,47652,3
13470892,186511,3
13485859,225783,3
14153325,162916,1
14153325,188032,1
14153325,351335,1
14163237,320998,3
14203213,267781,3
14243242,174880,3
16444699,46416,1
16444699,285625,1
16444699,399654,1
16563754,220213,3
16612856,412803,2
16612856,28413,1
16636677,298558,3
16842206,28332,3
187,89339,1
187,116089,1
10650,157460,2
12879,208428,2
14457,436973,2
16779,176142,2
20014,355327,2
22842,110987,1
22842,150302,1
25691,412803,2
26880,267599,2
27181,248436,2
28136,62990,1
28136,88055,1
28389,188032,2
28615,7671,2
29051,36379,2
36018,162916,1
36018,220213,1
36679,358441,2
37769,193887,1
37769,412803,1
38498,157460,2
42526,7673,1
42526,351335,1
42616,81642,1
42616,203102,1
42842,193887,1
42842,412803,1
43589,109912,2
47050,188032,1
47050,430226,1
48266,267781,2
48389,320998,2
48899,347230,1
48899,412803,1
51460,408401,2
51778,37972,1
51778,358441,1
52044,162916,2
53154,47652,1
53154,230835,1
53662,7696,2
55762,420982,2
56950,116089,1
56950,412803,1
58133,427545,2
58487,110987,1
58487,412803,1
60462,203102,2
62079,28413,1
62079,412803,1
63537,380508,2
64124,7528,2
66480,116089,1
66480,412803,1
68672,42978,1
68672,308759,1
69353,110987,1
69353,193887,1
71669,61313,2
72395,7528,1
72395,7673,1
73464,179848,1
73464,383161,1
74853,324948,1
74853,351335,1
75685,86682,1
75685,339484,1
75740,39650,2
78785,88055,2
79484,67930,2
80824,209520,2
80943,384281,1
80943,412803,1
82948,116089,2
84286,110987,1
84286,116089,1
85825,236144,2
87690,7701,2
88846,162157,2
93102,34049,2
93327,162157,2
95489,72331,2
100102,340371,2
102982,347230,1
102982,412803,1
104477,193887,1
104477,408401,1
104946,347230,1
104946,412803,1
106345,116089,1
106345,176142,1
106359,347230,1
106359,412803,1
108544,220213,2
108722,52186,2
109428,259255,1
109428,265125,1
110927,438914,2
112559,227209,2
112706,450593,2
116934,37972,1
116934,47462,1
120784,220123,2
121390,116089,1
121390,150302,1
122314,209520,2
123085,157460,2
124497,408401,1
124497,412803,1
124896,100704,1
124896,176142,1
125586,57148,2
126715,161764,2
126804,87931,2
127602,37972,1
127602,116089,1
129222,116089,1
129222,412803,1
132258,141536,2
135297,28413,1
135297,116089,1
136796,54141,2
137309,198485,2
138383,365328,2
140130,364547,2
140195,37972,2
141052,15760,1
141052,251979,1
143582,87242,2
144595,150302,1
144595,347230,1
146782,160995,2
148620,7690,1
148620,338847,1
150665,51335,2
153422,209520,2
153752,321454,2
154525,7673,1
154525,7710,1
156742,87495,1
156742,109912,1
156969,110987,1
156969,116089,1
158829,191751,2
159064,301213,2
159740,29590,2
162028,37972,2
165489,162916,1
165489,434841,1
168170,193887,1
168170,412803,1
169982,7528,1
169982,7673,1
171936,116089,2
173708,193887,1
173708,412803,1
175588,89339,1
175588,412803,1
179067,109912,2
179249,46041,2
181323,30271,2
181457,110987,1
181457,116089,1
182219,429908,2
183204,209520,2
183904,340371,2
188581,412803,2
189185,268018,2
194243,52466,2
195547,51985,1
195547,200745,1
195845,116089,1
195845,347230,1
196475,116089,1
196475,408401,1
196797,113546,2
200063,110987,1
200063,412803,1
201771,7697,2
202300,161764,2
203070,37972,1
203070,412803,1
207055,110987,1
207055,193887,1
207313,165704,2
207763,30271,1
207763,247999,1
211444,15760,2
212125,72338,1
212125,420410,1
213863,174880,2
218002,110987,1
218002,412803,1
218375,29558,1
218375,43823,1
219909,37972,1
219909,162157,1
220466,80485,2
221448,274413,2
222089,207863,2
222392,386417,2
223113,410695,2
223157,326270,2
224402,248436,2
228245,248436,2
229032,116089,1
229032,412803,1
230425,274413,1
230425,408401,1
232310,12882,2
232641,347230,1
232641,412803,1
233330,17603,1
233330,347230,1
236616,7690,2
237629,123534,1
237629,434841,1
239061,37972,2
239341,76223,1
239341,317907,1
239585,249076,2
240396,110987,1
240396,408401,1
240499,264916,1
240499,285671,1
240596,89339,1
240596,412803,1
242646,242977,1
242646,248001,1
243226,219950,2
243308,7671,1
243308,412803,1
243877,151612,2
248156,347230,1
248156,412803,1
251146,220213,2
252493,162916,2
252601,364547,2
261243,37972,1
261243,358441,1
262484,400425,2
262578,286037,1
262578,456053,1
264742,310106,1
264742,444507,1
264845,358441,2
266098,248436,1
266098,360771,1
266379,47462,2
268008,214688,2
269055,20069,2
269300,288566,2
269913,161764,2
271444,7671,2
274510,62990,2
275473,249987,2
275487,32184,2
277694,47462,1
277694,257832,1
281397,37972,1
281397,165704,1
281800,37972,1
281800,191648,1
282045,393775,2
282259,230835,1
282259,236144,1
282722,236144,1
282722,281472,1
285272,109912,1
285272,176142,1
285559,47652,2
289446,37972,2
292495,316756,2
292732,376383,2
295018,238862,2
296092,299292,2
299937,7671,1
299937,404765,1
300565,38481,2
304519,80441,2
305622,46037,2
308687,116797,2
309736,116089,1
309736,347230,1
310383,150302,1
310383,440711,1
310542,110987,1
310542,116089,1
311175,433202,2
311271,220213,2
313199,47652,2
316653,116089,1
316653,408401,1
318804,51955,2
319771,236144,2
321040,109912,2
322204,37972,1
322204,215036,1
323169,80441,2
325565,157460,1
325565,249987,1
326488,7697,2
327698,162916,2
327996,37972,2
332313,110987,1
332313,412803,1
332489,139794,2
332692,139794,2
334805,40414,2
336154,412803,2
336530,458867,2
336556,408401,2
337724,193887,1
337724,412803,1
340988,7673,2
344809,7710,1
344809,157460,1
345534,34787,2
348311,47462,1
348311,385167,1
350255,220213,2
353596,110987,1
353596,116089,1
354200,49215,2
358470,110987,1
358470,412803,1
359005,40924,1
359005,188032,1
359127,39709,2
360400,218251,1
360400,353647,1
360900,109912,1
360900,162157,1
362192,162157,1
362192,358441,1
362479,162157,1
362479,395970,1
362648,165704,2
365712,191178,2
366598,46093,2
367756,86540,2
369496,116089,1
369496,347230,1
371445,382443,1
371445,410695,1
373371,386652,2
374785,28413,1
374785,30271,1
375372,89644,2
377264,7673,1
377264,220213,1
377322,153088,1
377322,284787,1
379014,347230,1
379014,412803,1
379073,7671,1
379073,410695,1
379366,72331,1
379366,207569,1
379704,7690,2
382084,237616,2
382905,49215,2
386486,234796,1
386486,258315,1
390209,302290,1
390209,422950,1
390243,150302,2
394162,47462,2
394274,332499,1
394274,370190,1
395810,116089,2
396061,234796,2
397163,7701,2
400910,176142,1
400910,230835,1
408571,58275,1
408571,176142,1
411066,200711,2
413343,100704,1
413343,236144,1
415190,263490,1
415190,434841,1
417185,248436,2
417207,172180,1
417207,176142,1
417800,80441,1
417800,101548,1
420453,87495,1
420453,109912,1
421791,34049,2
425341,193887,2
425916,343314,2
431435,249987,2
432507,87495,1
432507,358441,1
433703,37972,1
433703,47462,1
435768,364547,2
435947,87495,2
437200,255043,2
437964,110987,1
437964,412803,1
438907,110987,1
438907,116089,1
440181,358441,2
442095,89339,1
442095,412803,1
442415,47652,2
443677,7673,1
443677,47462,1
443913,162157,1
443913,359388,1
445720,152843,2
447338,283441,2
447412,162157,2
449994,347230,1
449994,408401,1
454225,110987,1
454225,412803,1
454301,127442,2
455480,150455,2
457431,110987,1
457431,347230,1
457532,288635,2
457660,183537,2
458253,209520,2
467309,396375,2
469970,87495,1
469970,162157,1
471112,259245,2
471252,248103,2
475494,110987,1
475494,412803,1
476599,159061,2
477707,364547,2
477968,110987,1
477968,116089,1
478902,200618,1
478902,412803,1
479536,42844,2
481331,364547,2
483145,152855,2
488588,37972,1
488588,424013,1
490364,115292,2
491184,262600,2
492701,209520,2
494067,7546,2
494213,47462,1
494213,248436,1
496265,110987,1
496265,412803,1
498064,408401,2
500421,47462,2
503288,278310,2
503499,400546,1
503499,420224,1
505271,355682,1
505271,412803,1
507014,248436,2
507740,28413,1
507740,116089,1
509908,383243,1
509908,433739,1
510533,267781,2
511010,89339,1
511010,408401,1
511075,332678,2
511245,412803,2
512088,429908,2
513091,159528,1
513091,264569,1
514993,248436,2
515430,50496,2
516165,37972,1
516165,358441,1
517008,404765,2
521283,384281,2
525483,62990,1
525483,404765,1
525885,7673,1
525885,364547,1
526588,47652,2
528275,116089,1
528275,408401,1
529107,259249,2
531040,320522,2
531225,116089,1
531225,412803,1
532300,376383,2
535600,367829,1
535600,422996,1
539302,29129,2
541937,36959,1
541937,286684,1
542636,47462,2
542641,70823,1
542641,209520,1
542782,157460,2
543879,236175,1
543879,347230,1
545558,80441,2
545885,116089,1
545885,347230,1
546704,12882,2
547270,307678,2
552119,47462,1
552119,129904,1
555377,163176,2
558489,343163,1
558489,412803,1
559603,15760,2
560075,28413,1
560075,412803,1
565423,318714,2
567242,164665,2
568306,37972,1
568306,412803,1
568376,150302,1
568376,249987,1
570181,20069,2
572879,395252,2
573421,193887,1
573421,243822,1
573859,296245,2
577036,135868,2
578932,203102,1
578932,230835,1
581033,47462,2
587000,75675,2
587033,150302,1
587033,412803,1
590821,153199,1
590821,183098,1
591022,393940,2
592776,23019,2
595459,462285,2
595661,157460,2
596630,271432,2
597307,193887,1
597307,412803,1
598910,380230,2
600009,315985,2
600821,110987,1
600821,116089,1
600822,37972,1
600822,215036,1
601567,12445,1
601567,317907,1
601691,347230,2
604776,438914,2
607098,28413,1
607098,30271,1
610310,7673,2
612824,116089,1
612824,347230,1
616364,265757,2
618329,343163,2
618544,248436,2
620918,282975,1
620918,412803,1
621022,209520,2
621107,204097,2
623954,45762,2
625442,116089,2
630636,47462,1
630636,364547,1
630784,12882,1
630784,62990,1
641039,37972,2
641505,287499,2
647810,36583,1
647810,63585,1
648896,144290,2
650380,271579,1
650380,412803,1
650800,7673,1
650800,157460,1
653124,63859,1
653124,80441,1
656078,171987,2
656505,28413,1
656505,412803,1
657228,157460,2
658256,30729,2
661361,230252,2
661507,51052,2
664405,88278,1
664405,142975,1
665321,43598,2
681033,220213,2
683713,89339,1
683713,150302,1
687550,80441,1
687550,264614,1
687553,109912,1
687553,176142,1
690527,338370,2
693031,15760,2
694432,110987,1
694432,412803,1
694434,412803,2
697123,150302,1
697123,412803,1
697621,95335,2
697635,267781,2
701746,162916,2
702916,384281,1
702916,412803,1
706909,220213,1
706909,302867,1
707598,219368,1
707598,248436,1
708044,15760,2
708581,30271,1
708581,347230,1
715426,288162,2
722053,412803,2
723566,193887,1
723566,412803,1
724351,110987,1
724351,116089,1
725440,87495,2
728268,230311,2
728841,81642,1
728841,139794,1
735971,117080,1
735971,163583,1
737544,31173,2
738723,76190,1
738723,411899,1
747120,423819,2
750638,347230,2
751844,215036,1
751844,236144,1
752576,162157,2
753790,197731,2
757616,38627,2
757750,87495,1
757750,109912,1
760863,267781,2
764227,378387,1
764227,408401,1
764364,220123,2
764518,246481,1
764518,315985,1
769849,109912,1
769849,358441,1
772129,89339,1
772129,109912,1
774743,408401,1
774743,412803,1
775361,116089,1
775361,347230,1
779551,81642,2
779706,267321,2
780436,364547,2
782431,347230,1
782431,412803,1
782493,110987,2
783643,364547,2
788009,110987,2
788677,170899,2
788847,28413,1
788847,372225,1
794910,177654,1
794910,372405,1
795141,37972,1
795141,116089,1
795552,262792,2
800507,116797,2
801963,51060,1
801963,96785,1
803047,220213,2
803568,139794,2
805653,347230,1
805653,412803,1
807738,57594,2
808275,179178,2
813051,262792,2
814152,291908,2
816756,37972,1
816756,358441,1
821182,265209,1
821182,428742,1
824920,67930,1
824920,438914,1
828215,203102,2
828758,150302,1
828758,347230,1
828853,267717,2
831351,110987,1
831351,412803,1
832136,162916,2
832504,236144,2
832656,47462,2
836869,110987,1
836869,150302,1
837544,162317,1
837544,236144,1
839724,197710,2
841876,386417,2
842174,320998,2
843355,37972,1
843355,83910,1
844030,116089,1
844030,347230,1
844170,191648,2
